学校名称,指标名称,标准答案,AI答案
中山大学,ESI前1%学科数量,21,21
中山大学,ESI前1‰学科数量,11,11
中山大学,专业型博士学位点,3,3
中山大学,专业型硕士学位点,2,2
中山大学,国家双一流学科数量,11,11
中山大学,国家级一流本科专业建设点,72,72
中山大学,国家级一流本科课程,59,73
中山大学,国家级教学成果奖,13,5
中山大学,国家级高等教育智慧平台课程,50,50
中山大学,学术型博士学位点,2,2
中山大学,学术型硕士学位点,0,0
中山大学,教育部评估A类学科数量,14,3
中山大学,本科专业总数,129,129
中山大学,省级一流本科专业建设点,19,19
中山大学,省级一流本科课程,129,129
中山大学,省级教学成果奖,17,17
中山大学,软科中国最好学科排名前10%学科数量,15,13
仲恺农业工程学院,ESI前1%学科数量,3,3
仲恺农业工程学院,ESI前1‰学科数量,0,0
仲恺农业工程学院,专业型博士学位点,0,0
仲恺农业工程学院,专业型硕士学位点,2,2
仲恺农业工程学院,国家双一流学科数量,0,0
仲恺农业工程学院,国家级一流本科专业建设点,2,2
仲恺农业工程学院,国家级一流本科课程,0,0
仲恺农业工程学院,国家级教学成果奖,0,0
仲恺农业工程学院,国家级高等教育智慧平台课程,3,3
仲恺农业工程学院,学术型博士学位点,0,1
仲恺农业工程学院,学术型硕士学位点,1,1
仲恺农业工程学院,教育部评估A类学科数量,0,0
仲恺农业工程学院,本科专业总数,65,65
仲恺农业工程学院,省级一流本科专业建设点,13,13
仲恺农业工程学院,省级一流本科课程,26,26
仲恺农业工程学院,省级教学成果奖,3,3
仲恺农业工程学院,软科中国最好学科排名前10%学科数量,0,0
华南农业大学,ESI前1%学科数量,13,13
华南农业大学,ESI前1‰学科数量,2,2
华南农业大学,专业型博士学位点,1,1
华南农业大学,专业型硕士学位点,0,0
华南农业大学,国家双一流学科数量,1,1
华南农业大学,国家级一流本科专业建设点,27,27
华南农业大学,国家级一流本科课程,46,53
华南农业大学,国家级教学成果奖,3,1
华南农业大学,国家级高等教育智慧平台课程,23,23
华南农业大学,学术型博士学位点,0,0
华南农业大学,学术型硕士学位点,0,0
华南农业大学,教育部评估A类学科数量,0,0
华南农业大学,本科专业总数,98,98
华南农业大学,省级一流本科专业建设点,30,30
华南农业大学,省级一流本科课程,133,133
华南农业大学,省级教学成果奖,9,9
华南农业大学,软科中国最好学科排名前10%学科数量,1,2
华南农业大学珠江学院,ESI前1%学科数量,0,0
华南农业大学珠江学院,ESI前1‰学科数量,0,0
华南农业大学珠江学院,专业型博士学位点,0,0
华南农业大学珠江学院,专业型硕士学位点,0,0
华南农业大学珠江学院,国家双一流学科数量,0,0
华南农业大学珠江学院,国家级一流本科专业建设点,0,0
华南农业大学珠江学院,国家级一流本科课程,0,0
华南农业大学珠江学院,国家级教学成果奖,0,0
华南农业大学珠江学院,国家级高等教育智慧平台课程,1,1
华南农业大学珠江学院,学术型博士学位点,0,0
华南农业大学珠江学院,学术型硕士学位点,0,0
华南农业大学珠江学院,教育部评估A类学科数量,0,0
华南农业大学珠江学院,本科专业总数,43,43
华南农业大学珠江学院,省级一流本科专业建设点,2,2
华南农业大学珠江学院,省级一流本科课程,3,3
华南农业大学珠江学院,省级教学成果奖,0,0
华南农业大学珠江学院,软科中国最好学科排名前10%学科数量,0,0
华南师范大学,ESI前1%学科数量,13,13
华南师范大学,ESI前1‰学科数量,0,0
华南师范大学,专业型博士学位点,1,1
华南师范大学,专业型硕士学位点,1,1
华南师范大学,国家双一流学科数量,1,1
华南师范大学,国家级一流本科专业建设点,45,45
华南师范大学,国家级一流本科课程,52,64
华南师范大学,国家级教学成果奖,14,12
华南师范大学,国家级高等教育智慧平台课程,47,47
华南师范大学,学术型博士学位点,0,0
华南师范大学,学术型硕士学位点,1,1
华南师范大学,教育部评估A类学科数量,13,7
华南师范大学,本科专业总数,97,97
华南师范大学,省级一流本科专业建设点,19,19
华南师范大学,省级一流本科课程,151,151
华南师范大学,省级教学成果奖,10,10
华南师范大学,软科中国最好学科排名前10%学科数量,3,5
华南理工大学,ESI前1%学科数量,16,16
华南理工大学,ESI前1‰学科数量,5,5
华南理工大学,专业型博士学位点,0,0
华南理工大学,专业型硕士学位点,0,0
华南理工大学,国家双一流学科数量,4,4
华南理工大学,国家级一流本科专业建设点,60,60
华南理工大学,国家级一流本科课程,27,64
华南理工大学,国家级教学成果奖,12,7
华南理工大学,国家级高等教育智慧平台课程,66,66
华南理工大学,学术型博士学位点,0,0
华南理工大学,学术型硕士学位点,0,0
华南理工大学,教育部评估A类学科数量,4,6
华南理工大学,本科专业总数,145,145
华南理工大学,省级一流本科专业建设点,33,33
华南理工大学,省级一流本科课程,158,158
华南理工大学,省级教学成果奖,14,14
华南理工大学,软科中国最好学科排名前10%学科数量,5,10
南方医科大学,ESI前1%学科数量,14,14
